close
35.8486
35.6186
34.7428
35.7871
36.2157
36.3257
37.0986
38.1786
38.8386
39.1534
38.5957
39.1214
38.71
38.4286
38.1
38.3286
36.5957
35.9328
35.4971
35.2771
35.5186
36.9521
36.87
37.0886
36.755
35.9711
36.1038
35.9214
35.7
35.0828
35.9843
36.32
37.0034
37.1343
37.04
37.7257
37.28
36.8728
36.75
37.4071
37.4186
37.5686
37.3857
37.1558
37.3928
37.0586
35.7414
35.97
35.5857
35.3771
35.9957
36.1528
35.6971
35.6628
35.1143
34.2757
34.6986
34.3257
34.5171
34.6428
34.7286
35.7614
36.0243
36.9671
36.83
37.56
37.5814
37.63
38.1486
38.2943
38.6028
39.51
39.3386
40.4614
40.5386
41.1071
41.2743
41.76
41.5948
40.98
41.0528
40.5357
40.36
39.8057
41.2771
41.3128
41.3171
42.01
42.1943
42.6486
42.8771
43.1871
44.9628
45.4286
44.2128
44.3614
44.2171
43.9243
44.12
44.0071
43.9757
43.6057
42.9971
43.4543
44.1943
44.6857
45.4671
45.3043
45.5171
45.1543
45.4328
45.2364
44.0043
43.8621
43.0843
42.9286
44.0614
43.8186
44.7657
44.1043
44.9707
45
45.2671
44.45
45.2
45.45
45.3486
45.7357
45.4586
45.8586
45.6796
45.7943
45.9528
45.7557
45.7657
45.8928
45.8014
46.03
46.315
46.4514
46.2286
46.3828
46.4957
46.47
46.2371
46.08
47.0814
47.3271
47.7143
47.6757
48.0171
48.9221
48.8057
49.2028
49.3828
49.7828
48.6643
48.4057
47.5257
46.6743
48.2071
48.7714
49.1214
49.03
48.0143
48.4743
49.29
49.1886
49.0628
49.5
50.2686
50.7428
51.1657
50.6486
50.9786
51.3114
51.4143
51.8757
51.1857
50.08
48.3728
48.9457
48.9828
49.7371
50.4586
49.9014
50.3028
51.3657
51.4286
50.7657
50.8228
50.3528
49.5243
50.2843
50.5086
49.3471
47.1443
47.8057
47.2386
48.4714
48.7428
48.4557
49.2814
50.22
50.0628
50.1371
49.8043
49.7868
